Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length
4140	-422.9876	-434.3899	11.40225	0.122068	0.031452	0.140359	0.0619339	0.01963	0.0617273	0.0392609	0.142603	0.0655791	0.0947601	0.184946	0.245665	0.0347152	0.0240824	0.0884044	0.545993	1.43509	0.735754	0.861004	0.954383	1.0478	1.16143	1.35915	0.2218806	0.3646062	0.0899421	0.0231744	0.103419	0.0456341	0.0144638	0.0454818	0.0289281	0.105072	0.0483199	0.069821	0.136272	0.18101	0.0255788	0.0177443	0.065138	1.357186
4176	-417.6924	-428.0475	10.35512	0.298013	0.0358447	0.0880547	0.0245153	0.0121424	0.0338116	0.0117644	0.145806	0.00661962	0.22163	0.446995	0.0698199	0.0378976	0.119107	0.427339	0.486533	1.49207	0.490956	0.70684	0.89741	1.11432	1.41475	2.03684	0.514391	0.3124919	0.15056	0.0181092	0.0444865	0.0123855	0.0061345	0.0170821	0.00594356	0.0736633	0.00334433	0.11197	0.225828	0.035274	0.0191464	0.0601744	0.215898	1.979359
4212	-428.325	-438.9837	10.65865	0.153797	0.0768854	0.0697853	0.0162925	0.0422038	0.0222049	0.0553264	0.0854149	0.0472384	0.178336	0.350124	0.0570776	0.0118815	0.0199739	0.179316	0.549588	1.43164	0.269606	0.527673	0.819187	1.22072	1.89511	3.70912	0.9477947	0.3678907	0.112601	0.0562909	0.0510927	0.0119284	0.0308991	0.0162571	0.0405067	0.0625357	0.0345851	0.130567	0.25634	0.0417888	0.00869892	0.0146237	0.131284	1.365858
4248	-423.6897	-434.8555	11.16586	0.100577	0.0568967	0.192476	0.023255	0.0518733	0.008051	0.000537198	0.121122	0.0275524	0.139012	0.407868	0.0319564	0.0296494	0.0661836	0.334376	0.195663	1.77082	0.295072	0.55142	0.830515	1.20407	1.8135	3.38901	0.8825322	0.1058886	0.0632007	0.035753	0.120949	0.0146131	0.0325963	0.00505911	0.000337566	0.0761109	0.0173135	0.0873526	0.256298	0.0200809	0.0186312	0.0415887	0.210116	1.591385
4284	-423.8774	-435.4806	11.6032	0.139567	0.115803	0.06119	0.010534	0.0237462	0.0380059	0.071772	0.035109	0.0598856	0.0254687	0.116101	0.234726	0.212803	0.0438214	0.0479429	0.301107	1.66977	0.402622	0.641664	0.87073	1.14846	1.55845	2.48372	0.6578165	0.1728145	0.112875	0.0936558	0.0494874	0.00851937	0.0192048	0.0307373	0.0580457	0.0283944	0.0484325	0.0205978	0.0938966	0.189835	0.172104	0.0354406	0.0387738	1.236476
4320	-422.7344	-433.7095	10.97509	0.176878	0.00606711	0.0890646	0.0207117	0.00292878	0.0511328	0.00565145	0.133135	0.101655	0.0744494	0.152307	0.0151147	0.0370133	0.0128626	0.179944	0.684318	1.30253	0.357845	0.605809	0.855249	1.16925	1.65068	2.79451	0.7430655	0.5034862	0.167037	0.00572955	0.0841093	0.0195594	0.00276583	0.0482879	0.00533702	0.125727	0.0959992	0.0703073	0.143833	0.0142738	0.034954	0.0121469	0.169932	1.058915
4356	-421.273	-432.3842	11.11122	0.16623	0.0274987	0.0766756	0.0710106	0.00870539	0.0314595	0.0222379	0.11602	0.0433418	0.0587895	0.107578	0.259107	0.258475	0.0336015	0.0327774	0.632516	1.35217	0.568997	0.759568	0.917781	1.08958	1.31654	1.75748	0.4077237	0.4482865	0.126554	0.0209353	0.0583747	0.0540618	0.00662759	0.0239508	0.0169302	0.0883283	0.032997	0.0447577	0.0819014	0.197263	0.196782	0.0255815	0.0249541	1.313508
4392	-419.4694	-430.318	10.84852	0.15496	0.044455	0.0912643	0.000173596	0.00382126	0.0488258	0.0207015	0.183267	0.0124626	0.103091	0.349988	0.0631366	0.0526219	0.351273	0.104021	0.216975	1.7504	0.201645	0.457979	0.783772	1.27588	2.18351	4.95922	1.157813	0.1187925	0.0978246	0.0280639	0.0576141	0.000109589	0.00241232	0.0308232	0.0130686	0.115695	0.00786748	0.0650799	0.220943	0.0398574	0.0332196	0.221754	0.0656673	1.584062
4428	-421.3084	-432.6355	11.32715	0.0664943	0.0390292	0.088876	0.000402057	0.017379	0.0101663	0.0104336	0.0874311	0.00790951	0.032977	0.172743	0.0722796	0.0412185	0.180251	0.086672	0.482588	1.49585	0.284981	0.542141	0.826129	1.21046	1.84454	3.50901	0.9076921	0.3091747	0.07273	0.0426893	0.0972106	0.000439761	0.0190088	0.0111197	0.011412	0.0956302	0.00865125	0.0360696	0.188943	0.0790579	0.0450839	0.197155	0.0948	0.9142622
4464	-417.2052	-428.588	11.38275	0.174324	0.00640489	0.114157	0.0157623	0.0312306	0.0119265	0.0709148	0.156565	0.0692739	0.0880124	0.399718	0.0611707	0.028701	0.309057	0.180702	0.369421	1.6043	0.871344	0.93504	0.979264	1.02118	1.06947	1.14765	0.09957963	0.2206741	0.101474	0.00372828	0.0664509	0.00917524	0.0181793	0.00694243	0.0412794	0.0911365	0.0403242	0.0512319	0.232676	0.0356074	0.0167068	0.179902	0.105186	1.717921
4500	-427.7278	-439.1258	11.39801	0.0399944	0.0687657	0.0474432	0.00833687	0.00724065	0.0266926	0.0143658	0.0786783	0.0552792	0.038976	0.148889	0.0268989	0.0361283	0.119756	0.0616579	0.33799	1.63443	0.180806	0.434251	0.770871	1.29723	2.30282	5.53079	1.236687	0.1981777	0.0513339	0.0882626	0.0608946	0.0107006	0.00929358	0.0342606	0.018439	0.100986	0.0709524	0.0500268	0.191103	0.0345254	0.0463716	0.15371	0.0791396	0.779103
4536	-425.3771	-436.5747	11.19756	0.22165	0.0960337	0.0650113	0.0268088	0.0283603	0.020023	0.0324548	0.259646	0.147821	0.0582038	0.181986	0.00256889	0.0587365	0.259331	0.0897581	0.435578	1.5409	0.58548	0.77022	0.921777	1.08486	1.29833	1.708	0.3870762	0.270899	0.143148	0.0620215	0.0419863	0.0173139	0.0183159	0.0129314	0.0209603	0.167688	0.0954675	0.0375898	0.117532	0.00165907	0.0379338	0.167484	0.0579686	1.548393
4572	-426.2353	-437.9404	11.70517	0.0507349	0.0672011	0.0348062	0.00234958	0.0204953	0.00832338	0.017862	0.0294542	0.0413807	0.108242	0.130081	0.00724513	0.00611222	0.0513194	0.0442551	0.215708	1.75161	0.166943	0.417681	0.761571	1.31308	2.39417	5.99008	1.294369	0.1180168	0.0818486	0.108413	0.0561515	0.00379049	0.0330643	0.0134278	0.028816	0.0475173	0.0667579	0.174623	0.209855	0.0116883	0.0098606	0.0827916	0.071395	0.6198625
4608	-419.8366	-430.4654	10.6288	0.118641	0.00833697	0.25989	0.0173034	0.0168599	0.00560515	0.0166503	0.154714	0.0711924	0.355201	0.118122	0.213156	0.0676225	0.390797	0.0208923	0.470619	1.50732	0.511831	0.72134	0.903114	1.10728	1.38631	1.95377	0.4842832	0.2992127	0.0646549	0.00454335	0.141631	0.00942974	0.00918803	0.0030546	0.00907384	0.0843135	0.0387973	0.193572	0.0643725	0.116162	0.0368518	0.21297	0.0113856	1.834984
4644	-418.9311	-429.5989	10.66783	0.13876	0.0576642	0.139477	0.0541569	0.046262	0.00444577	0.000456738	0.148853	0.176345	0.0349527	0.219946	0.0779352	0.0882733	0.418358	0.655075	0.332607	1.63958	0.895346	0.947514	0.983321	1.01696	1.05539	1.11689	0.07993171	0.1944083	0.0613721	0.0255043	0.0616894	0.023953	0.0204612	0.00196632	0.000202011	0.0658361	0.0779957	0.0154592	0.0972799	0.0344699	0.0390424	0.185035	0.289733	2.260961
4680	-418.1588	-429.4656	11.30683	0.104985	0.01155	0.103509	0.0366409	0.0115897	0.0510922	0.0561485	0.179698	0.0529398	0.0327822	0.132589	0.12013	0.0336145	0.304864	0.311	0.322023	1.64973	0.489072	0.705515	0.896885	1.11497	1.4174	2.04469	0.5171725	0.1870645	0.0680336	0.00748477	0.0670774	0.0237444	0.00751047	0.0331094	0.0363861	0.11645	0.0343067	0.0212439	0.0859221	0.0778484	0.0217833	0.197561	0.201538	1.543134
4716	-421.3317	-432.4431	11.11145	0.0960541	0.00464413	0.185109	0.039527	0.0381757	0.00893881	0.0432038	0.122191	0.0911563	0.076847	0.141358	0.0165769	0.0624846	0.310109	0.189871	0.318573	1.65303	0.298179	0.554244	0.831839	1.20216	1.80426	3.35369	0.8749575	0.1846899	0.0673475	0.00325619	0.129787	0.027714	0.0267665	0.00626736	0.030292	0.0856733	0.0639134	0.0538806	0.0991121	0.0116228	0.0438105	0.21743	0.133126	1.426247
4752	-416.2142	-427.0076	10.79339	0.172916	0.0112855	0.155633	0.0189624	0.0157204	0.0414637	0.00545621	0.17514	0.102972	0.0996428	0.302697	0.112557	0.210446	0.0636562	0.40563	0.587023	1.39577	0.980926	0.990652	0.997074	1.00293	1.00944	1.01944	0.01392485	0.4030493	0.091288	0.00595802	0.0821641	0.0100109	0.00829933	0.0218901	0.00288052	0.0924621	0.0543625	0.0526048	0.159804	0.0594225	0.111101	0.0336063	0.214146	1.894177
4788	-426.9811	-437.6313	10.65013	0.0650468	0.00062943	0.0972599	0.0165362	0.0149676	0.0375028	0.0614621	0.156042	0.403574	0.182231	0.490202	0.0342351	0.0781529	0.051692	0.222205	0.341454	1.63111	0.430379	0.66287	0.879607	1.13687	1.50859	2.32353	0.6096113	0.2006167	0.0340249	0.000329245	0.0508751	0.0086498	0.0078293	0.0196171	0.0321498	0.0816233	0.211103	0.0953222	0.256417	0.0179078	0.0408805	0.0270392	0.116232	1.91174
4824	-418.4375	-429.6997	11.26224	0.167239	0.0143281	0.19005	0.0233991	0.0331195	0.0131058	0.00689196	0.297199	0.0701947	0.0497945	0.15695	0.031097	0.0874969	0.369449	0.261685	0.317829	1.65375	0.706395	0.844074	0.948488	1.05431	1.18473	1.41564	0.2513243	0.1841796	0.0943788	0.00808584	0.107252	0.0132049	0.0186905	0.00739604	0.00388937	0.167719	0.0396133	0.0281007	0.0885722	0.0175491	0.0493775	0.208493	0.147678	1.772001
4860	-422.5956	-433.4234	10.82783	0.0779493	0.016401	0.103602	0.0795841	0.0359615	0.0250024	0.00908787	0.171197	0.113964	0.0275635	0.275779	0.0789909	0.34539	0.123939	0.0241569	0.533321	1.44723	0.422473	0.656903	0.877129	1.14008	1.5223	2.36702	0.6230185	0.3531561	0.051671	0.0108719	0.0686759	0.0527547	0.0238381	0.0165736	0.00602417	0.113483	0.0755442	0.0182713	0.182809	0.0523615	0.228952	0.0821565	0.0160131	1.508568
4896	-421.528	-432.4911	10.96316	0.0921427	0.0210729	0.0951086	0.00639342	0.0107601	0.0222029	0.0119664	0.0775861	0.0576541	0.013098	0.103724	0.0290302	0.110886	0.0473699	0.0245263	0.702703	1.28491	0.246882	0.505493	0.808285	1.23719	1.97827	4.05052	1.011461	0.524102	0.127353	0.0291254	0.131452	0.00883653	0.0148718	0.0306872	0.0165392	0.107234	0.0796853	0.0181031	0.14336	0.0401235	0.153259	0.0654712	0.0338985	0.7235222
4932	-424.5829	-435.7119	11.12899	0.0339702	0.0021367	0.111103	0.0244784	0.00143156	0.00142027	0.0162517	0.055255	0.0269628	0.0390234	0.149372	0.0478575	0.149191	0.106697	0.00356634	0.219477	1.748	0.0854074	0.301223	0.687737	1.45404	3.3198	11.7086	1.778983	0.1203272	0.0441907	0.00277957	0.144531	0.0318431	0.00186227	0.00184759	0.0211413	0.0718794	0.035075	0.0507643	0.194313	0.0622562	0.194078	0.138799	0.00463934	0.7687175
4968	-420.7487	-431.5725	10.82374	0.162694	0.0116311	0.0734303	0.0211757	0.00513831	0.00946236	0.0092967	0.241311	0.0451826	0.0609169	0.232273	0.131338	0.325769	0.134992	0.026333	0.641616	1.34345	0.53639	0.738018	0.909577	1.09941	1.35498	1.86432	0.4503953	0.4576885	0.109121	0.00780114	0.0492509	0.0142029	0.00344635	0.00634656	0.00623545	0.161851	0.0303047	0.0408579	0.15579	0.0880905	0.218499	0.0905411	0.017662	1.490943
5004	-425.9283	-436.9351	11.00675	0.0883777	0.0132712	0.0991695	0.00926492	0.0317306	0.0216967	0.0170262	0.123392	0.0319272	0.0444771	0.116351	0.025144	0.15259	0.141467	0.0345494	0.669381	1.31684	0.309726	0.56461	0.836662	1.19523	1.77113	3.22866	0.8474853	0.4871421	0.0929866	0.0139633	0.104341	0.00974809	0.0333854	0.0228282	0.0179141	0.129827	0.0335922	0.0467966	0.122418	0.0264553	0.160548	0.148845	0.0363512	0.9504345
5040	-417.653	-428.9353	11.28231	0.148209	0.00534946	0.10177	0.0108866	0.00561775	0.028445	0.02537	0.164097	0.0756366	0.113469	0.290502	0.385146	0.120647	0.0130679	0.155135	0.366948	1.60668	0.651454	0.811392	0.936875	1.06738	1.23245	1.53503	0.3098704	0.2188733	0.0901872	0.00325522	0.0619287	0.00662464	0.00341848	0.0173092	0.015438	0.0998554	0.0460259	0.0690475	0.176774	0.234366	0.0734154	0.00795201	0.0944016	1.643348
5076	-430.505	-440.4744	9.9694	0.196084	0.151268	0.160579	0.121657	0.0104545	0.0419348	0.0934924	0.060911	0.110154	0.177298	0.355758	0.152218	0.502494	0.0639512	0.0412676	0.643523	1.34162	0.746966	0.867378	0.956582	1.04539	1.1529	1.33875	0.2109445	0.4596745	0.0875564	0.0675449	0.0717024	0.0543227	0.00466819	0.0187249	0.0417466	0.0271982	0.0491863	0.079168	0.158854	0.0679688	0.224376	0.0285558	0.018427	2.239521
5112	-422.2776	-433.785	11.50747	0.0942479	0.0230126	0.0943282	0.0422358	0.0174789	0.0158461	0.0246285	0.0923428	0.0191187	0.085556	0.215037	0.226511	0.0116178	0.032989	0.0366299	0.25408	1.71484	0.222216	0.480199	0.795443	1.25716	2.08247	4.50012	1.087571	0.1419921	0.0913627	0.0223081	0.0914405	0.0409428	0.0169439	0.015361	0.0238745	0.0895159	0.0185334	0.0829369	0.208454	0.219577	0.0112621	0.0319791	0.0355085	1.03158
5148	-422.2863	-432.6636	10.3772	0.126473	0.03173	0.262225	0.0227284	0.063749	0.0803577	0.00283137	0.257849	0.150219	0.0644187	0.625624	0.0256622	0.39917	0.171169	0.0702888	0.385364	1.58903	0.853423	0.925612	0.976172	1.02441	1.08037	1.17175	0.1146061	0.2324109	0.0537154	0.0134763	0.111372	0.00965318	0.0270755	0.0341295	0.00120254	0.109513	0.0638008	0.0273599	0.265715	0.0108993	0.169535	0.072699	0.029853	2.354494
5184	-418.3637	-429.5412	11.17752	0.207192	0.0527453	0.151281	0.0714922	0.0383671	0.043426	0.00831071	0.119627	0.0468735	0.330638	0.340412	0.0492009	0.113643	0.0668557	0.0331903	0.322583	1.64919	0.524944	0.730295	0.906596	1.10303	1.36931	1.90497	0.465992	0.1874506	0.123826	0.0315226	0.0904114	0.0427264	0.0229296	0.025953	0.0049668	0.0714935	0.0280133	0.197602	0.203443	0.0294043	0.0679172	0.0399555	0.0198358	1.673255
5220	-423.7538	-435.1346	11.38084	0.0737248	0.0172395	0.0145058	0.0243929	0.0161872	0.0279601	0.0318553	0.116747	0.0944235	0.0258466	0.19927	0.161333	0.0270431	0.0271141	0.0857969	0.547903	1.43326	0.377926	0.622157	0.862384	1.15958	1.60731	2.64602	0.7035873	0.3663489	0.0781448	0.018273	0.0153754	0.0258553	0.0171577	0.0296364	0.0337651	0.123746	0.100084	0.0273962	0.211216	0.171005	0.0286644	0.0287397	0.0909406	0.9434388
5256	-415.4291	-426.6921	11.26295	0.221349	0.00353425	0.142932	0.0146579	0.0076334	0.0341453	0.0253428	0.14435	0.0565833	0.236198	0.0596684	0.0258029	0.27498	0.138676	0.0285709	0.392363	1.58232	0.445149	0.673869	0.884135	1.13105	1.48397	2.24644	0.5852123	0.2376352	0.156494	0.00249872	0.101053	0.0103632	0.00539683	0.0241408	0.0179174	0.102056	0.0400045	0.166992	0.0421857	0.0182427	0.194411	0.0980445	0.0201997	1.414423
5292	-421.6115	-432.3962	10.7847	0.144724	0.00466291	0.15117	0.0284219	0.0495287	0.0372341	0.0856907	0.129044	0.129953	0.362148	0.121141	0.146521	0.377592	0.0959849	0.14446	0.429663	1.54657	0.810555	0.902637	0.968547	1.03247	1.10787	1.23372	0.1518706	0.2662404	0.0720638	0.00232185	0.0752736	0.0141524	0.0246623	0.0185403	0.0426688	0.0642562	0.0647086	0.180328	0.0603208	0.0729584	0.188018	0.0477947	0.0719325	2.008277
5328	-428.6428	-439.5465	10.90376	0.175359	0.0670685	0.12683	0.091921	0.0304146	0.00295398	0.1521	0.152074	0.110861	0.461197	0.0486601	0.0009532	0.356853	0.161336	0.0248829	0.435295	1.54118	0.884458	0.941877	0.981492	1.01886	1.06171	1.13064	0.08877878	0.2706754	0.089311	0.0341582	0.0645951	0.0468157	0.0154903	0.00150447	0.0774653	0.0774516	0.0564621	0.234889	0.0247828	0.000485468	0.181747	0.082169	0.0126729	1.963466
5364	-421.9937	-433.2191	11.22546	0.122772	0.111683	0.123277	0.0105382	0.0207777	0.01988	0.0335961	0.14714	0.0431035	0.301505	0.182823	0.0108611	0.057397	0.0971649	0.0230472	0.337136	1.63524	0.298427	0.554469	0.831945	1.202	1.80353	3.3509	0.874356	0.1975784	0.0940377	0.0855441	0.0944241	0.00807178	0.0159147	0.0152271	0.025733	0.112702	0.0330152	0.230938	0.140034	0.00831907	0.0439633	0.0744236	0.0176531	1.305566
5400	-421.471	-432.7131	11.2421	0.0946981	0.0853626	0.132956	0.0908598	0.00719593	0.0145791	0.0300459	0.14885	0.0753732	0.423488	0.31085	0.0260384	0.0877812	0.129034	0.00666112	0.306526	1.66458	0.537184	0.738551	0.909781	1.09917	1.354	1.86156	0.4493257	0.1764735	0.0569176	0.0513066	0.0799125	0.0546106	0.00432507	0.00876267	0.0180589	0.0894655	0.0453025	0.254535	0.186834	0.0156502	0.0527603	0.0775548	0.00400362	1.663775
5436	-424.4093	-435.7375	11.3282	0.0697236	0.0210805	0.0565796	0.102762	0.00113683	0.0297198	0.052678	0.156878	0.0452705	0.444803	0.192649	0.0800554	0.095206	0.092549	0.0264187	0.358569	1.6147	0.487293	0.704262	0.896388	1.11559	1.41993	2.05215	0.5198069	0.2128122	0.0475116	0.0143648	0.0385548	0.0700245	0.000774667	0.0202519	0.0358962	0.106901	0.0308486	0.303101	0.131276	0.0545519	0.0648759	0.0630654	0.0180024	1.467509
5472	-421.6304	-432.9579	11.32753	0.226279	0.024277	0.111679	0.0633617	0.00477499	0.0156192	0.0912911	0.0897112	0.111222	0.308155	0.23296	0.0220407	0.0974657	0.150118	0.0618838	0.517565	1.46233	0.980772	0.990576	0.99705	1.00296	1.00951	1.01961	0.01403868	0.3391835	0.140473	0.015071	0.0693298	0.0393346	0.00296429	0.00969629	0.056673	0.0556922	0.0690461	0.191301	0.14462	0.0136827	0.0605062	0.0931926	0.0384171	1.610839
5508	-422.1794	-432.7731	10.59367	0.177993	0.0871311	0.0460044	0.0299071	0.0027852	0.0628891	0.00615828	0.0980551	0.176466	0.301427	0.044535	0.171637	0.323583	0.0408932	0.0361679	0.535805	1.44485	0.369064	0.614999	0.859276	1.16377	1.62602	2.70956	0.7207449	0.3553857	0.110855	0.0542659	0.0286519	0.0186264	0.00173465	0.0391679	0.00383543	0.0610695	0.109904	0.187731	0.0277367	0.106897	0.20153	0.0254686	0.0225257	1.605631
5544	-425.5279	-436.0264	10.49846	0.0186121	0.0513703	0.0261911	0.0110618	0.00217009	0.00423424	0.00262134	0.0125999	0.0102316	0.00732984	0.0175833	0.0765103	0.0432852	0.0139619	0.00979717	0.574353	1.40791	0.0969054	0.320361	0.701082	1.42637	3.12148	10.3193	1.687657	0.390949	0.0605154	0.167025	0.0851576	0.0359664	0.00705583	0.0137672	0.00852302	0.0409674	0.0332671	0.0238322	0.0571701	0.248765	0.140737	0.0453956	0.0318545	0.3075602
5580	-421.1235	-432.369	11.24558	0.0708506	0.0280609	0.0564366	0.00175603	0.0113323	0.00931548	0.00296478	0.0980007	0.0232477	0.0196768	0.0317983	0.158113	0.148888	0.0242002	0.0372549	0.490218	1.48854	0.211542	0.468807	0.789507	1.26661	2.13307	4.72719	1.123166	0.3156055	0.0981451	0.0388711	0.0781783	0.00243253	0.0156979	0.0129042	0.00410694	0.135755	0.0322037	0.0272571	0.0440482	0.219024	0.206246	0.0335231	0.051607	0.7218961
5616	-422.6555	-433.8499	11.19438	0.0571027	0.0316691	0.051221	0.0963377	0.00267569	0.0260339	0.0101529	0.0507662	0.0748252	0.0132692	0.0394925	0.188123	0.17385	0.0306608	0.0337588	0.366907	1.60671	0.165632	0.416078	0.760658	1.31465	2.4034	6.03748	1.300069	0.2188434	0.064894	0.0359901	0.0582098	0.109482	0.00304077	0.029586	0.0115381	0.0576929	0.0850345	0.0150797	0.044881	0.213791	0.197571	0.0348442	0.038365	0.8799385
5652	-427.5479	-439.0904	11.54251	0.102541	0.0511011	0.111946	0.0622157	0.000101687	0.0397948	0.0553992	0.110635	0.0164915	0.020863	0.0776468	0.133215	0.0233431	0.042671	0.0626214	0.358382	1.61488	0.271587	0.529561	0.8201	1.21936	1.88836	3.68207	0.9425016	0.2126775	0.11261	0.0561189	0.122938	0.0683249	0.000111672	0.0437024	0.0608392	0.121498	0.0181109	0.0229117	0.0852713	0.146296	0.0256352	0.0468611	0.0687705	0.9105854
5688	-424.9543	-435.5577	10.60341	0.140416	0.0215461	0.0564396	0.0034029	0.00379595	0.0517323	0.0422593	0.0710084	0.0926396	0.0463638	0.17496	0.218715	0.063365	0.0166225	0.104902	0.802711	1.18907	0.3103	0.56512	0.836898	1.19489	1.76953	3.22268	0.8461455	0.6469473	0.12671	0.019443	0.0509305	0.00307074	0.00342543	0.0466827	0.0381344	0.0640773	0.083597	0.0418382	0.157882	0.197366	0.0571799	0.015	0.0946626	1.108169
5724	-426.2175	-437.5435	11.32596	0.0950452	0.0311729	0.0425749	0.00883885	0.023695	0.000458625	0.0436517	0.0546582	0.110694	0.0328527	0.0470576	0.170979	0.078279	0.316888	0.00121462	0.190559	1.77571	0.145533	0.390638	0.745832	1.34078	2.55992	6.8713	1.393609	0.1028425	0.0898297	0.0294623	0.0402386	0.00835382	0.0223947	0.000433458	0.0412563	0.0516588	0.10462	0.0310499	0.0444754	0.161597	0.0739835	0.299499	0.00114797	1.058061
5760	-422.8594	-434.0098	11.15038	0.115837	0.000498534	0.225434	0.00320161	0.00112334	0.0284487	0.0109916	0.0556103	0.0341985	0.109844	0.181589	0.167072	0.0145969	0.000116446	0.0793046	0.255866	1.71313	0.135666	0.377488	0.737907	1.35518	2.64909	7.37106	1.444375	0.1431329	0.112696	0.000485018	0.219322	0.00311481	0.00109288	0.0276774	0.0106936	0.0541026	0.0332713	0.106866	0.176666	0.162543	0.0142011	0.000113289	0.0771545	1.027867
5796	-424.1767	-434.9667	10.78999	0.282478	0.119372	0.322354	0.0230309	0.0211774	0.0502192	0.0253393	0.158825	0.028099	0.158326	0.0607679	0.337673	0.0315428	0.0143849	0.181084	0.326207	1.64572	0.410345	0.647637	0.873251	1.14515	1.54407	2.43697	0.6440787	0.1899566	0.155664	0.0657814	0.177638	0.0126915	0.0116701	0.027674	0.0139636	0.0875225	0.0154844	0.0872476	0.033487	0.186079	0.0173821	0.00792697	0.0997889	1.814673
5832	-423.9471	-435.2154	11.26836	0.105445	0.0232001	0.0375302	0.0113339	0.00966586	0.023345	0.028951	0.190241	0.0415946	0.0235488	0.220781	0.199414	0.0270928	0.152192	0.0250128	0.404513	1.57068	0.283472	0.540739	0.825462	1.21144	1.84932	3.52769	0.911531	0.2468098	0.0942024	0.0207264	0.0335286	0.0101254	0.00863526	0.0208559	0.0258642	0.169957	0.0371597	0.021038	0.19724	0.178152	0.0242041	0.135965	0.0223459	1.119348
5868	-423.9211	-434.709	10.7879	0.117626	0.138932	0.0808963	0.104105	0.00945866	0.0785734	0.0381394	0.198254	0.202858	0.0539719	0.152771	0.255719	0.0498426	0.399417	0.0951901	0.369628	1.60411	0.644017	0.806861	0.93524	1.06924	1.23937	1.55276	0.3181726	0.2208248	0.059535	0.0703183	0.0409445	0.0526913	0.00478736	0.0397688	0.0193037	0.100344	0.102674	0.0273171	0.0773227	0.129428	0.0252271	0.202159	0.0481791	1.975754
5904	-424.058	-435.2355	11.17753	0.173627	0.00254488	0.077485	0.0147031	0.0450275	0.0377485	0.107822	0.129497	0.191182	0.106676	0.0289391	0.191673	0.422568	0.207916	0.0699802	0.427721	1.54843	0.921324	0.960824	0.987609	1.01255	1.04077	1.08539	0.05925097	0.2647186	0.0960653	0.00140804	0.0428712	0.00813498	0.024913	0.0208856	0.0596563	0.0716489	0.105778	0.059022	0.0160116	0.106049	0.2338	0.115037	0.038719	1.807388
5940	-419.5352	-430.8284	11.29319	0.242232	0.00677686	0.0866311	0.0127582	0.0633613	0.0265381	0.0028382	0.154115	0.154592	0.0671451	0.0432688	0.17148	0.254636	0.304877	0.00512854	0.501384	1.47784	0.872136	0.935455	0.979399	1.02103	1.069	1.14661	0.09892306	0.3251323	0.151738	0.00424515	0.0542673	0.00799197	0.0396906	0.0166239	0.0017779	0.0965404	0.0968393	0.0420609	0.0271043	0.107418	0.159509	0.19098	0.00321261	1.596378
5976	-421.0602	-431.4367	10.37649	0.13117	0.0630172	0.0425016	0.0282842	0.00189922	0.0319685	0.00694745	0.0390421	0.0689011	0.157905	0.0918687	0.52133	0.086889	0.104928	0.372761	0.477252	1.50097	0.309842	0.564713	0.83671	1.19516	1.77081	3.22745	0.8472153	0.3047144	0.0749793	0.0360219	0.0242948	0.0161678	0.00108563	0.0182739	0.00397131	0.0223172	0.0393853	0.0902615	0.052514	0.298003	0.0496676	0.059979	0.213078	1.749412
6012	-417.9772	-428.926	10.94876	0.137239	0.0389387	0.147162	0.0144447	0.003435	0.031285	0.0418973	0.0844305	0.0939036	0.13496	0.0783913	0.228275	0.0322186	0.061293	0.408953	0.391105	1.58352	0.359297	0.607007	0.855777	1.16853	1.64743	2.78321	0.7401377	0.2366926	0.0893003	0.0253371	0.095757	0.00939907	0.00223513	0.0203569	0.0272622	0.0549382	0.0611023	0.0878172	0.0510086	0.148536	0.0209643	0.0398829	0.266102	1.536826
6048	-417.8421	-429.2625	11.42039	0.116962	0.0212585	0.125141	0.0435324	0.00199576	0.0101542	0.00655707	0.160575	0.0498592	0.0535628	0.0287484	0.1384	0.192558	0.19207	0.0305569	0.42632	1.54978	0.403164	0.642085	0.870908	1.14823	1.55743	2.48038	0.6568437	0.2636226	0.0998029	0.0181397	0.106782	0.0371458	0.00170297	0.00866453	0.0055951	0.137017	0.0425445	0.0457047	0.0245308	0.118096	0.164308	0.163892	0.026074	1.171931
6084	-418.2238	-429.4911	11.2673	0.242213	0.033553	0.150097	0.0105849	0.000937219	0.0355727	0.0304094	0.206221	0.0918238	0.0612844	0.0336079	0.0936552	0.238072	0.26677	0.0134225	0.498317	1.48078	0.707542	0.844742	0.948722	1.05405	1.18379	1.41334	0.2501514	0.3225015	0.160595	0.0222467	0.0995191	0.00701812	0.000621406	0.0235859	0.0201624	0.136731	0.0608821	0.0406335	0.0222831	0.0620963	0.157849	0.176877	0.00889956	1.508224
